1	470
2	468
3	462
4	464
5	466
6	468
7	465
8	464
9	468
10	473
11	470
12	469
13	470
14	472
15	468
16	467
17	467
18	462
19	469
20	466
21	467
22	464
23	468
24	468
25	466
26	466
27	469
28	470
29	470
30	471
31	470
32	473
33	473
34	472
35	471
36	467
37	472
38	472
39	472
40	472
41	468
42	472
43	466
44	465
45	462
46	466
47	467
48	467
49	468
50	466
51	468
52	468
53	465
54	464
55	469
56	471
57	467
58	466
59	467
60	468
61	467
62	466
63	466
64	468
65	468
66	466
67	468
68	468
69	472
70	470
71	471
72	472
73	471
74	470
75	469
76	468
77	465
78	464
79	466
80	464
81	468
82	466
83	464
84	472
85	468
86	468
87	470
88	470
89	470
90	473
91	466
92	467
93	468
94	466
95	468
96	468
97	468
98	465
99	467
100	468
101	470
102	469
103	473
104	471
105	472
106	466
107	465
108	464
109	464
110	468
111	466
112	469
113	470
114	472
115	472
116	472
117	470
118	466
119	466
120	468
121	466
122	467
123	467
124	466
125	468
126	464
127	464
128	468
129	470
130	472
131	471
132	468
133	473
134	470
135	472
136	472
137	471
138	471
139	472
140	472
141	472
142	466
143	468
144	468
145	464
146	464
147	464
148	466
149	467
150	468
151	471
152	468
153	472
154	472
155	470
156	468
157	468
158	468
159	466
160	468
161	468
162	467
163	467
164	468
165	470
166	472
167	471
168	473
169	471
170	471
171	472
172	462
173	462
174	468
175	468
176	464
177	467
178	468
179	468
180	464
181	470
182	468
183	471
184	470
185	466
186	462
187	462
188	462
189	467
190	465
191	468
192	468
193	466
194	468
195	464
196	471
197	472
198	470
199	473
200	473
201	471
202	472
203	471
204	471
205	471
206	470
207	467
208	464
209	466
210	464
211	467
212	467
213	468
214	464
215	468
216	467
217	468
218	466
219	467
220	466
221	470
222	472
223	470
224	471
225	469
226	472
227	470
228	468
229	473
230	468
231	464
232	468
233	466
234	471
235	472
236	472
237	470
238	467
239	473
240	472
241	470
242	470
243	468
244	473
245	467
246	466
247	469
248	468
249	468
250	466
251	472
252	470
253	472
254	470
255	472
256	469
257	472
258	472
259	468
260	470
261	472
262	471
263	465
264	464
265	469
266	464
267	467
268	471
269	471
270	473
271	468
272	470
273	470
274	468
275	472
276	472
277	466
278	466
279	465
280	467
281	468
282	464
283	468
284	470
285	470
286	470
287	473
288	469
289	468
290	471
291	467
292	470
293	474
294	463
295	464
296	467
297	464
298	467
299	468
300	470
301	473
302	473
303	469
304	471
305	470
306	471
307	470
308	471
309	471
310	462
311	462
312	468
313	466
314	466
315	468
316	473
317	468
318	469
319	471
320	470
321	470
322	472
323	462
324	466
325	462
326	468
327	465
328	465
329	468
330	464
331	467
332	468
333	471
334	471
335	473
336	471
337	471
338	468
339	472
340	466
341	462
342	467
343	468
344	464
345	464
346	467
347	467
348	468
349	466
350	472
351	473
352	470
353	471
354	472
355	469
356	466
357	463
358	466
359	466
360	465
361	468
362	468
363	466
364	469
365	471
366	471
367	469
368	471
369	469
370	471
371	464
372	468
373	469
374	467
375	467
376	468
377	466
378	470
379	468
380	470
381	471
382	472
383	474
384	465
385	466
386	466
387	466
388	470
389	473
390	470
391	469
392	473
393	473
394	469
395	473
396	471
397	466
398	467
399	465
400	468
401	467
402	469
403	470
404	470
405	469
406	468
407	470
408	468
409	473
410	474
411	466
412	469
413	467
414	467
415	466
416	471
417	470
418	469
419	473
420	469
421	472
422	471
423	470
424	466
425	468
426	467
427	465
428	468
429	467
430	467
431	468
432	464
433	468
434	466
435	472
436	470
437	470
438	473
439	471
440	472
441	471
442	473
443	470
444	468
445	466
446	464
447	465
448	464
449	464
450	468
451	466
452	467
453	467
454	472
455	470
456	468
457	469
458	470
459	473
460	473
461	471
462	472
463	472
464	466
465	469
466	466
467	468
468	466
469	468
470	466
471	466
472	466
473	465
474	468
475	463
476	469
477	472
478	471
479	469
480	473
481	472
482	471
483	469
484	471
485	471
486	471
487	468
488	471
489	473
490	462
491	466
492	468
493	467
494	469
495	464
496	467
497	464
498	468
499	468
500	468
501	468
502	468
503	472
504	472
505	472
506	472
507	469
508	471
509	472
510	473
511	466
512	462
513	464
514	468
515	468
516	466
517	467
518	467
519	471
520	469
521	473
522	471
523	473
524	464
525	466
526	464
527	466
528	464
529	464
530	468
531	468
532	467
533	463
534	473
535	468
536	473
537	473
538	470
539	472
540	469
541	473
542	467
543	466
544	469
545	468
546	471
547	473
548	473
549	469
550	470
551	472
552	471
553	473
554	472
555	470
556	474
557	462
558	468
559	464
560	468
561	468
562	464
563	466
564	469
565	467
566	472
567	470
568	471
569	473
570	472
571	473
572	470
573	472
574	470
575	468
576	470
577	474
578	462
579	468
580	465
581	464
582	464
583	464
584	466
585	466
586	468
587	467
588	464
589	466
590	467
591	469
592	472
593	470
594	472
595	472
596	472
597	468
598	471
599	474
600	466
601	468
602	466
603	466
604	464
605	464
606	468
607	470
608	473
609	470
610	472
611	470
612	472
613	468
614	470
615	470
616	462
617	468
618	466
619	464
620	466
621	466
622	468
623	468
624	468
625	468
626	473
627	472
628	470
629	468
630	468
631	466
632	464
633	467
634	464
635	466
636	468
637	470
638	472
639	473
640	472
641	471
642	468
643	472
644	472
645	468
646	470
647	471
648	470
649	466
650	466
651	465
652	468
653	464
654	468
655	468
656	469
657	472
658	470
659	469
660	471
661	472
662	471
663	470
664	472
665	467
666	466
667	465
668	468
669	468
670	464
671	464
672	469
673	472
674	472
675	469
676	473
677	471
678	472
679	471
680	464
681	467
682	464
683	469
684	469
685	470
686	470
687	472
688	472
689	473
690	473
691	468
692	470
693	468
694	466
695	462
696	464
697	464
698	467
699	462
700	467
701	466
702	467
703	466
704	468
705	468
706	464
707	469
708	468
709	473
710	473
711	470
712	471
713	473
714	462
715	464
716	466
717	468
718	467
719	466
720	466
721	468
722	464
723	465
724	465
725	465
726	468
727	473
728	464
729	465
730	464
731	468
732	464
733	467
734	464
735	469
736	468
737	467
738	468
739	468
740	470
741	472
742	470
743	467
744	470
745	472
746	473
747	468
748	473
749	466
750	466
751	465
752	467
753	468
754	465
755	468
756	468
757	468
758	470
759	471
760	468
761	472
762	474
763	464
764	466
765	466
766	464
767	470
768	473
769	470
770	468
771	472
772	468
773	473
774	470
775	473
776	467
777	468
778	466
779	466
780	466
781	471
782	473
783	470
784	468
785	462
786	462
787	465
788	464
789	468
790	468
791	468
792	464
793	469
794	473
795	469
796	470
797	471
798	472
799	471
800	470
801	473
802	462
803	462
804	466
805	464
806	464
807	466
808	468
809	467
810	468
811	468
812	466
813	468
814	471
815	468
816	472
817	469
818	469
819	468
820	470
821	471
822	468
823	472
824	471
825	473
826	471
827	465
828	468
829	464
830	468
831	464
832	467
833	468
834	468
835	466
836	469
837	473
838	471
839	472
840	471
841	470
842	473
843	470
844	472
845	471
846	462
847	464
848	466
849	467
850	467
851	466
852	464
853	468
854	468
855	470
856	473
857	468
858	471
859	472
860	473
861	466
862	464
863	468
864	468
865	468
866	466
867	468
868	468
869	466
870	471
871	472
872	471
873	470
874	471
875	472
876	471
877	472
878	471
879	466
880	469
881	466
882	467
883	468
884	468
885	468
886	471
887	471
888	469
889	470
890	472
891	470
892	472
893	470
894	470
895	469
896	473
897	465
898	466
899	468
900	464
901	468
902	466
903	468
904	466
905	469
906	471
907	472
908	472
909	473
910	468
911	472
912	468
913	472
914	465
915	466
916	468
917	465
918	464
919	467
920	467
921	466
922	465
923	464
924	470
925	470
926	470
927	472
928	472
929	469
930	467
931	466
932	467
933	466
934	468
935	464
936	468
937	468
938	468
939	467
940	468
941	466
942	467
943	471
944	469
